label,text
2,"I bought this Converse sneaker in black. These All Star sneakers look stylish and good with any casual pants I own. I would have given the product 5 stars, EXCEPT, these shoes are like walking on bricks since they have no cushion in the soles for the heels. I understand they're supposed to have the whole classic appeal... but if you're over 30 years old and try to rock a pair of Converse for an entire day, you may encounter some uncomfortable lower back pain. So 4 stars for fashion."
2,I loved that I could send all these diapers to a friend across the country for such a great price. And pampers diapers are my favorite.
2,"If you're reading this then you're probably skimming the reviews of this book in order to figure out if you should buy this book. The answer is yes. From what I, as a beginner, can tell, this book seems to be exactly what the other reviewers are calling it, _the_ traders bible.As with any bible, if you are going to take short term trading seriously, (which you most certainly should), this book should not only be read, but carefully studied, and it's teachings analyzed and followed."
2,"I received my Squeem 1 month ago and was super excited when i first wore it but then the bone started sticking into my back right under my bra line it wasnt very comfortable not like when i tried it in the store and the top kept rolling over giving me the appearance of more rolls in the back. This was definaitely NOT the look i was going for LOL. Luckily i decided to dtop in the store where i first saw & tried it and spoke to one of the clerks who told me i had to pull it all the was down till it was half-way covering my butt & hips. EUREKA!! What a difference this made now i'm loving it and hardly leave home without it. I originally bought the XL nude now i'm getting ready to purchase the black vest in a L. Great product, my only complaint is that the bones could be firmer."
1,"There is real plot in this film, it just follows two bumbling theives. Actually the two actors are the only aspect that make this movie watchable, just barely however.The self-concious humour ends up being incredibly pretentious, it even seems to revel in the fact that it is pretentious, and somehow that makes the movie selfaware and hip.Some people might leap to this films defense and claim that the forgetable plot was part of the grand scheme to keep it fun and exciting. The problem is asides from the an uninvolving plot, this movie is extremely predictable, which further deminishes the already trite affair."
1,"Jennifer Love Hewit is realy just a fad so her trying play a legend is just seems realy silly. For while I actually liked JLH well maybey not like but I could stand her after seeing this movie i lost all resepct for her. I don't think any one could play her, though I think Winona Ryder in some ways reminds me of her though doubt she'd do a TV movie. Jennifer Love Hewit maybe admires Audrey Hepburn but I still think doing this movey was bad idea. She could of helped UNACEF that's what Audrey Hepburn probaly would want to be remebered for. They didn't mention that at all (okay five second of UNACEF) they only showed two films she made and Audrey Hepburned made 27. I fond this flim very insulting to Audrey Hepburn fans."
1,"THIS FILM IS UTTERLY TERRIBLE IN THE WAY THAT IT CANCELS OUT THE ORIGINAL BATMAN MOVIE AND BATMAN RETURNS. TURNS OUT JACK NAPPIER DIDNT KILL BRUCE WAYNE'S PARENTS, IT WAS SOME OTHER BLOKE. THAT IS THE MAIN THING THAT BOTHERED ME ABOUT THIS FILM. ALSO AT THE END THE JOKER SEEMS TO BE HANDIN OUT CARDS. DONT THINK SO. NAPPIER FELL INTO A BOWL OF ACID AND TURNED INTO THE JOKER. HE ISNT THE SORT OF GUY TO GO THROWIN JOKER CARDS ABOUT. VERY STUPID. BATMAN AND BATMAN RETURNS ARE THE BEST BATMAN FILMS MADE. KEATON MUST BE OUTRAGED CUS I WOULD BE IF I WAS HIM!"
2,"This disc is simply gorgeous! I love classic movie scores, and this is one of my favorite collections. The ""Gunga Din"" and ""The Charge of the Light Brigade"" themes are so well done you can imagine each scene from the movie as it is played. These are my two favorite scores in the collection because the various themes are each given their own track. (And I already had the other scores on another compilation!) It really is a must for classic movie lovers!!!!!"
2,"I went to a sneak preview of this movie when itcame out last July and I loved it! I read the book before I went to have a background of what to expect, but the book and the movie are not really that similiar. I loved this movie because I love haunting movies, scary stuff that makes the audience scream. This one does it, though at the end it is a little far fetched I have to admit, but overall I thouroughly enjoyed this movie. The acting leaves something to be desired on many occasions, however, but a movie like this you don't go to see because of the acting. Four Out Of Five."
2,"I always loved Wu and Ghost, so i had to check this out, not knowing what to expect, cause Wallets was just aight. I was def impressed by this album. I saw the single with Missy and I thought Ghost went pop, but after hearin the whole thing, all can agree, this is HOT. Check out ""Metal Lungies"" and ""Run"" for some hot D-Block verses from Jada, Sheek, and SP. ""Holla"" is just Toney rhymin over an old Delfonics song, not sample, the whole song! I hear this song on the Muzak workin at Price Chopper, make me crack up. Hottest track on this album tho, for me at least, ""Be This Way"". Good sample, hot hot beats, some REAL lyrics from Ghost, good message. Like he says on the intro, new label, same Starks......and a HOT album."
1,I bought this for my 6 year old son and it is very unstable. It falls apart way to easily. We have to lean it up against the wall so he can play with it and it still falls down.
1,"Had no luck, even with latest firmware, getting the unit to resume any of my audio books. I tried changing the tags on the mp3 files but it did not work. The unit would go into auto shut off and then force you to start your audio book file from the start every time."
2,"I admit that I haven't finished the game yet but I've been enjoying playing it the last couple of days.Basically you command legions of the Romans. Archers, legionares, horsemen etc. On a terrain you have to beat the enemy.The units all have their special abilities, it's best to have spearman at the front to stop the enemy, horsemen to do quick attacks and archers for long range attack. Because of differences in heights it is important to have archers on higher positions.This all makes for fun. The graphis are really not great but I think most strategy-games players like me are not really interested in that. The sounds are fun and it has good historical accuracy with the names of all the tribes and their leaders.Worth the low price"
1,"I totally agreed with the review of ""Summer Bore!"" and I really almost couldn't finish the book. I think that she had a lot of knowledge and did a lot of research to write this book, but the plot is really slow. There are too much coincidents and some plots just don't connect. What makes it even worse is that the auther tried to connect what seemed so far-fetched plots. After we learned about some cult culture and main characters, the author had to use one sentence as a whole paragraph to explain how the story fitted into her research. At the end of the book, we just got all the expaination of the whole plots and how every character fits in the whole story. I hated this kind of spoon-fed story. I also don't care much about Dr. Tempe Brenna. Too bad for me. I had spent a lot of hours, after putting my two toddlers to sleep, to read a very disappointed book.No comparison to Patricia Cornwell's books."
2,"The seller of this item ships for free and they are quite fast getting them out the door. I was worried about installation and the column seemed slightly flimsy at first, but assembly was a snap in spite of not reading the directions very careful, and it seems quite sturdy once assembled.The accuracy itself seems to be great. Like all balances, the accuracy is phenomenal. No stepping on and off and getting wildly different results like with most scales I have had.Definitely worth the price if you are serious about watching your weight."
1,THE worst adiuo and bad story line. What'a waste of my hard worth cash!!!!!!!!!!!!!!!!!!!!!
1,"Viewsonic customer service is nonexistent and product support worse than poor. Products are poorly made and will not last. Call technical support 1800-688-6688 and see how long you have to wait for a service rep. Online you get someone to respond who barely speaks English. I bought a plasma TV for $3000 and it failed in less than 3 years. Viewsonic reaction: Too bad, you should have bought a warranty and we'll fix it in 48 hours. Without one, you are on your own. I think something bought for $3000 should last more than 3 years, and Viewsonic should too. Viewsonic intentionally builds products that won't last to sell you an expensive product warranty. I wouldn't buy Viewsonic again and don't think you should either until they built a better product and improve their customer support."
2,"I realize that not every child is the same. Some may have allergic reactions to some brands or some brands may hold in leaks better. I have three children aging from 2 months to 4 years and they all use Pampers. We have tried other store brands and name brands, but they either leaked, caused a rash or just fell apart after use and wouldn't stay on. Pampers seems to stay on well, even on my active children who jump and roll off of everything and run all over. My four year old only wears diapers at night (as does my 2 year old recently) and they hold whatever both of them can throw at 'em, and some mornings, its completely full. But no leaks! Great diapers and the larger pack is the best for the money. I would recommend them anytime over any brand."
2,"Everyone seems to hate this single but I really like it and I have gotten my roommate into liking prodigy just because of this single. I would agree that it is a bit lacking but I wouldn't guess that they've been trying to make a cd for 6 years, guys. They have to have gone vacation or just a break in general after the Dirtchamber sessions came out. So I would say that's a bit unfair to make that claim. Anyways I'm a diehard prodigy fan and own almost every single song they've put out (except the What Evil Lurks E.P) and I would suggest anyone who is like me to pick up this single."
2,"I needed a comprehensive, intelligent guide covering HTML, DHTML, CSS etc. This book provides that and more in a easy to understand manner, that isn't too simplistic for an advanced web author. A smart layout, and nice index helps you locate what you need fast. Color charts, CSS style references, tag attributes a-plenty, DHTML overviews and in-depth information is there when you need it. If you're looking to spend on a clever guide to take you into the ever expanding world of web technologies, this book is a excellent resource!"
2,"When you foretell the decline of a galactic empire, you don't make many friends. But Seldon manages to keep what he finds low key and sets into motion a series of events that will lessen, not stop, the ravages that are to come.A great sci-fi classic. One of the best from an all time master of the genre. When I was younger I tried to track down every book he ever wrote. Think I got all the Tales from the Black Widows, but am not sure.Any lover of Sci-fi will find this not only exciting, but intelectually stimimulating."
1,"The Audio CD is ""abridged"". What a joke! It is only a bit over 3 hours of audio on 3 cd's. It appears the author talks about Chi Running rather than reading from the book.If you have the ability to read and are interested in the book, buy the book instead.Listening to this is like listening the the author give a speech about chi running or an informative podcast about Chi Running. It's interesting and informative, but it isn't listening to the book as written. In fact, I can't believe this counts as an audio ""book""."
1,i ordered orwells 1984 on may 27. my card was charged. i did not recieve book. where do i go for a refund? steve
1,"There was no reason to make another movie in this series, but I guess there were still some action figures to be sold so here it is. In PG-13, no less! Boy, where to start. Well after 5 or 6 years, the evil OCP is still trying to tame Detroit and build a bigger badder cop. Now the Japanese have taken over OCP and have a Robo of their own and they are twin/triplets? For the most part this 3rd feature is just as bad as the 2nd one, but at least we see some of the townsfolk putting up some resistance. I'm also giving a little credit for some then new acting faces that are more recognized today. Although Peter Weller wisely didn't come back in the role of Murphy watch for Rip Torn, CCH Pounder, Mako, Stephen Root, Bradley Whitford and Jill Hennessy."
1,"I guess I downloaded this book by mistake. I got to chapter 6 and that's as far as I could take the unbelievable story. I could see nothing funny and I have a great sence of humor. I gave it a 1 star because there is nothing lower. Sorry, wish I could return the book, but it's been too long, just got around to reading it."
2,"All I have read about these was pretty much true. You can remove the rubber piece and press these over the part that it was attached to and they will stay, but they do come out with a little tug. A fine line of rubber cement will fix that though, and it peels off if necessary. But the great thing is that they will hold the Jabra in your ear without the ear loop. And that's huge, especially for someone like me with really weird shaped ears that nothing else [except an over the head headset] seemed to work. All in all worth the cost easily. I just wish you could order multiple pieces in one size only. If I lose the 1 that fist my ear I have to buy a 6 pack again just to get the one that I need."
2,"Well, when you hear of an Adam Sandler movie, a natural reaction is that you think that the movie is a hilarious comedy, but in this case, that's not entirely true. Don't get me wrong, the movie is FUNNY, persay, but I don't think I would catagorize it as a true comedy.If you're looking for an Adam Sandler type comedy, I'd rather recommend There's Something About Mary, which is a comedy with Ben Stiller and Cameron Diaz, than this movie.But don't get me wrong, this is a good MOVIE, but not a good comedy. Rob Schnieder's role is just plain dumb, but Drew Barrymore is what truly makes the movie worthy of watching. She did an excellent job. You have to be a die-hard Adam Sandler fan for you to appreciate his performance in this movie. If you are watching this movie for Adam Sandler, then this is a pure waste of your time, but if you're watching this movie for Drew Barrymore, it's well worth it!"
2,"This is an excellent diaper until my baby reaches 12 lb. After that, it leaks at night because it gets saturated. I wish Pampers makes a size 2 instead of a size 1-2. Size 3 looks so hugh so my baby is now using Swaddler size 2 instead."
2,"this movie is good not great because it follow the comics but not batman personalty micheal keaton got it right as far batman make up don,t get me wrong bale did a good actor but he got batman wrong i read the comics the batman keaton got right blade was better than this movie because wesley carries the darkness of blade bale don,t carry that well two because bale did he better val and geoge than two his verison it,s just as good as the frist batman movie not better than keaton this is better than superman returns for one the joker didn,t kill his pranets mr,s fox is in it ."
2,"This is one of the best musicals of our day. I do have to admit that Gene Kelly's voice by far overpowers all other Tommys that I've heard. However, I believe this guy truly comes in a close 2nd. The voices are truly delightful and make you feel as if you're right there. I do have to admit i'd just buy this cd for this rendision of ""Waiting for my dearie"""
2,Good Halloween show. We like it because I saw the original on tv. My daughter is sixteen and she liked it too
2,Install is simple recetion is good and removes the need for phone line. We have multiple tivos but cannot transfer between devices because we aquired units from other people and tivo will not give us permission to tranfer unless you own device. All in all good product/price.
1,faded color and millions of artifacts are only some of the problems this DVD. Hopefully it will be remastered soon!
1,I have purchased this perfume for years at Macy's. The perfume sent to me had the packaging and it appeared to be Dazzling Silver; however either the bottle was refilled with something that would make you ill or it was 40 years old. The vendor did not respond to my complaints or agree to refund my money. I would never order from these people again.
2,"I received my new wires just in time for the weekend and the new family Toyota Tacoma got some new wires. It took quite a bit of work to remove the throttle body intake tube, in order to get to the front plug wires on the passenger side but it was worth it. The wires fit perfectly. I recommend you clean the throttle body while you have the intake tube off. Having the TB up high makes it easier to clean the butterfly with a sturdy toothbrush."
1,"The book although very confusing , as the author uses too much detail , was intruiging . One of the things that didn't make sense was the reason for the character of clarisse mclellan's dissapearance. The ending of the book is too sudden , as if he rushed to complete the book ."
1,"I wasn't expecting this to be a great movie, but figured it would be a fun enough way to zone out for a while. Wow was it ever worse than I thought it could be! Full of ""clever"" one-liners, bad characters (both humans and robots... really? There's an old British autobot named ""Q"" who designs fancy gadgets and weapons?), and action that was at times fun, but for the most part incredibly drawn out and ultimately just boring. Basically this was 2.5 hours (and it feels like 4) of unpleasantly spent time."
2,I liked it. The message was good and there is plenty of relating points. I think they did a good job of blending humor with realistic life experiences. The cast does a good job holding my attention throughout the movie. Worth the watch if you like Sundance type films.
1,"I have been buying toys for my kids as well as my niece and nephew for 14 years and this is the worst quality toy I've purchased! In fact, I had better quality toys when I was a child. My 3 year old son insisted on having this for Christmas and he loves it despite the fact that we have it leaned against the wall to hold it up. It comes with adhesive but I don't want to risk damaging our walls. It is very top-heavy (the 3-level batcave is help up by a couple light-weight plastic tubes)and, though the idea of all the parts snapping in place is nice, I actually had to glue one part in place so it wouldn't fall in the floor. Speaking of pieces, there are a million of them! The directions could be written better also. I read the other reviews here after my son had his heart set on this toy and wish I could have talked him out of this one. Fortunately, he has enjoyed playing with it despite all its flaws but he got better quality $10 toys for Christmas than this one!"
1,"This group bills it's self as the original Key West the Band so I tried it out because I like that group.No contest!If I were Key West the Band I would sue for misrepresentation!I tried listening to this music but it was tough to make it all the way thru.Bad, clique lyrics and songs.The singer is good but can't make up for the horrible songs and grainy recording techniques.Maybe next time -- but I doubt it."
1,"Well folks, I will not deal with the story. That is not what irritates me. First, the three disk set has two ""bland"" labeled DVDs. The third one looks like the play disk, but is a disk for Ipod or MS Media disk player. To make things more difficult, Disney wants some kind of input code number as if you were loading softwarwe. In my case the thing didn't work.Also, I am sooo sick and tired of Disney putting a ton of movies on DVD for sale at the beginning of their disks. Sure, it only takes about 8 clicks of the remote to get by them, but why should we have to do more than one click.I thought it was about time someone mentions these points."
1,It was very confusing at some parts. Overall it had a great plot. It is a better reading if you are older.
2,"This book was hilarious, and the concept was so true. I could see my friends in some of the characters.It seems that Shaw just couldn't resist showing us how crazy the human condition really is by his works that always include funny yet absolutely true twists on things, and his twist on the Don Juan tale is one of his best ones yet.This story was smart and funny. I loved it and wanted more when it was over. I'll have to buy another one of his books. I just love his style.I can't resist any chance I can get to peek into the mind of a genius, and Shaw was a true genius. This story was delightful and brilliant."
1,I have never read such a terrible book in my life. Let me refer you to the excelent book by Henri Gamanche THE MASTER BOOK OF CANDLE BURNING. It is a far superior text containing much more relaiable material.
1,"Way too heavy to carry when full, Water doesn't shoot very far and you have to pump it."
2,"Run Lola Run is a visually stunning film. It is a fast paced heart pounder which leaves you lterally breathless afterwards. The film is set to the backdrop of Berlin which the director shoots beautifully. The idea is fresh and unique and the effect is achieved quite well. The soundtrack is apporpriate, and the scenes well coreographed. this is definetely one of the best movies of 1999. Run Lola Run is a superb movie putting Germany back on the map of exquisite filmmaking countries. i hope to see more great exports soon!"
2,"So I just got mine today and I put it on right out of the box. Like some have said, takes a few minutes to get used to it. I've been wearing it for 5 hours now and I just love it. It covers everything that needs to be covered (and I am long-waisted). It stays put, which I love. It's comfortable. It makes my waist look great and flattens my stomach ""pooch"". It's comfortable enough to sit in. Best of all, instant posture makeover and it is easing my lower back pain by providing support. I'm looking forward to wearing this for a long time and already foresee a black one in my future. I wonder if I can wear it on my runs? Hmmm... Also: I have a size 31 inch waist and the medium fits perfect on the first loops. Just take your measurements before you order. Hopefully, as I lose weight (from my running/training program) I can cinch it to the tighter loops and get a little more use out of it. Well... then I'll just have to get a size small! I love it!"
2,"very informative, content was well structured, though the instructor is a self-declared ""comedian"" with only a couple people laughing out of obligation. it was painful. this made me glad that i didn't attend a childbirth class (and bought this instead).i also could have done without the Viacord plug... it's like a commercial took over the ending of the program to spoil it.all things considered, definitely worth watching."
1,"This minimalism style of writing exposes too much reliance on characters and events from previous books with little descriptive detail of some promising locations. The action is thin as well, characters die frequently and quickly with little build up or detail. Character motivation is weak at times and contributes to an arid experience with a predictable climax."
1,"This book was, according to various sources, written in 1999, so it is hardly intruding on Brown territory esp in regard to the book Angels and Demons, which also deals with the election of a Pope. Compared to the Brown books its lowkey version of events makes it actually rather effective. Unfortunately it ends up making the same mistake as the Brown book, its villains turn out more worthy of sympathy than its heroes. In particular the Cardinal Alberto Valendrea, who Barry is determined to paint as such a scoundrel, won my admiration far more than the unhappy Colin Mitchner and his colorless girlfriend. Both the Father and the Cardinal are contesting over the content of the lost Third Secret of Fatima, which in this reviewer's opinion might as well have stayed lost. The book's a good airport read, but there's little of serious import about it."
1,"As a child we lived in the Yakima Valley. Some summer afternoons my father would take me with him to buy vegetables from a Japanese farmer. My father, normally outgoing, was reserved and deferrential. Dad explained that the farmer before the war had been a successful engineer, but had lost everything when he was forced to go to ""the camp"" - a tragedy and great waste. I've been haunted by that guiet farmer ever since, so it was with enthusiasm that I began Stubborn Twig, the story of a Japanese family's American experience.Stubborn Twig is well researched and chock full of details about the Yasui family. Reading their story should be compelling. It's not. It's repetitious, tedious and a slow, difficult read. The last 50 pages, the third generation, is a mix of biography and sociologist psycho babble. So why read Stubborn Twig? Because it's an important story, an American story that has much to teach us, and one that shouldn't be forgotten."
2,"When I received the bike, the packing board was broken.The bike quality is good."
2,The new System of a down cd is great carring over the same lyrical style of the first album but the music is much harder and packs an even more powerful punch. The musical work and devolpoed lyrics make this cd a definate best release of the year. Make sure to buy the limeted edition with the bonusd footage. All in all a great cd and definatly worth the buy.
1,"I recorded this movie from freebie I got from dishNetwork and wow what a let down, Acting has really takening a nose drive on this one. Way to many actors in it many of them were flat out goofy and love interest has way to much collagen in her lips makes her look like she has a hockey puck in them and she came across as blond bimbo. Dialogs,talking was to fast and hard to follow way to much mumbling and confusion going on. Makes me glad I did not shell out some cash for see this dog. Hasbro should be ashamed to have their name link to it. Lastly hang on to your money you will find it at here or at some other Online store for less than price of a movie ticket."
2,This item works great.I used it on an old windows 98 machine. Worked right out of the box. The antenna wire could be a little longer. It replaced a linksys USB I never could get to work right.
2,"Funny, smart, erudite, Steve Chandler affirms that our biggest and most powerful erogenous zone is our brain. Chandler deflates the myth that love just happens---true love, whether of a friend or a spouse or a pet, is cultivated and created, over and over again. Great stuff."
1,"The Digital Media Reader may work well with Windows 98,Me or 2000, but it failed miserably with XP. To add insult to injury when the SimpleTech web site was queried; mis-information was the best they could give.During the hardware installation, the media reader(UCS-200) did not pass the Windows Logo Testing. I immediately aborted the process. I went to the Simpletech web site for advice. SimpleTech had a section just for XP and stated,"" just ignore Windows's warning and complete the setup process"".What a mistake I made, my operating system was degraded and became unstable. Until I'm able to recover from this misfortune, my computer shuts down whenever and frequent.The news of bad and mis-leading service will spread exponentially from person to person. I hope that this is the exception and not the rule for SimpleTech.Because of wrong information from the SimpleTech web site, I can not recommend a SimpleTech Product in the future."
2,We bought this for our son for Christmas and my husband and I play with it every night after he goes to bed. We hooked after our very first try when it guessed - guinea pig!!!!
1,"the felt top is so thin, my dog tore into it instantly! Next came out the foam bed, which she shredded into a million pieces, then she got to the inner cedar beds. Well you can imagine the mess it made.this bed lasted her a whole week. I cannot find anything for her. If you have an older, mellow dog, this would be a great bed. It is quite comfortable. But if you have a pooch that likes to destroy, this won't hole up at all."
1,"I listen to every kind of music in existence, and I always give everything a chance. But now I'm permanently going to start ignoring every CD with a CASH MONEY record label on it. They're CASH MONEY Millionaires, and why? Because they fill a CD with a bunch of horrible songs and repetitive beats. They're millionaires because they repeat the words ""huh,"" ""what,"" and ""yeah"" for every 3 or 4 minute song they make. They're millionaires because people who expect this kind of music to be the next BIG thing make them millionaires. Bottom line: HotBoys are garbage, and so is every other artist signed onto the Cash Money label. I will NEVER consider this good music, and I hope that this is just a passing fad because if this is what ""so-called"" hip-hop music is coming to...then I only hope it's worth your money cause I ain't gonna spend a penny on it."
2,Great little knot guide! Good illustrations and directions are included. Nice small pocket size or put it in your workshop...
2,"This book was another wonderful addition to the Xanth series. As with all of the Xanth books, it was a book that I could not stop reading. The book was interesting from beginning to end. To experience yet another adventure with the well known characters was a real treat, and gets better with each book."
2,this is a must have book for people who are attracted to the moon energyI find the moon spells in this book make magic look easy
2,Very nice book! I am very happy with all the information on this book. It explains a lot of english grammar!
1,Pampers that I bought online are very poor quality than that are purchased from stores.Pampers Baby Dry Diapers Economy Pack Plus Size 4 192 Count-Jhansi
2,"The book has many very good points and suggestions for educators to deal with difficult parents. I bought two copies as gifts for colleagues who just started their careers as elementary school principals, and they liked it as well. As with most books regarding education topics, there are some things that are utopian, such as encouraging parents to contact you at home making relations so much better."
2,"I'm pleased with the printing, coping, and photo reproduction that HP has produced with this gem of a printer. I'm completely satisfied."
2,"Bought this as a replacement for my ibook charger. Its about $40 cheaper than the apple proprietary version and does the same exact thing -> power my laptop. Its not as fancy looking, however, and the cord is kind of stiff. But if you dont care about that sort of stuff then there is no reason to buy the overpriced apple version."
1,"If you are a teacher, I would look into buying another audio version of Romeo and Juliet. I have been using it as a tool to get the students to hear professional actors and to then ask them to use the same skills those professional actors use (inflection, emphasis, etc.) The problem is it is VERY difficult to hear...to the point that you have to sit 3 feet away to hear it at times. This simply does not work for a classroom."
1,"How ironic that a book about limiting access to books is NOT text-to-speech enabled. By preventing access to TTS, the publisher has denied my blind husband the opportunity to read this book on his Kindle through text-to-speech as he wants to do. He will not buy audio books so the publisher makes no sale at all. He bought his Kindle for the express purpose of being able to read books through the text-to-speech function. Unfortunately, too many books have this feature disabled - often through Simon & Schuster. It is especially ironic that the publisher would limit the blind community's access through Kindle TTS when this book centers around removing access to books. Everyone loses."
2,This book is a joy from beginning to end. Funny and insightful. I've recently reread it and found it more enjoyable than the first or second time. Her best work.
2,"Love them. They work well on my long, moderately skinny baby. They are my go-to disposable. I probably won't order them again since we're switching to cloth full time."
2,"I would like to know if the balls can be purchased seperatly? I need to replace some of the balls that have been lost,destroyed,tossed away, or whatever. In a past review there was a recomdation to purchase extra balls, I would like to replace some, can you help me?"
1,"My daughter just finished her first year as a literature major at an Ivy League school and we spoke about Finnegans Wake.For years, I have asked English Lit experts what is the genius of Finnegans Wake. No one could give me a straightThe Emperor has no clothes. No one knows why this is great, save for some so called experts who extol this book.I beg of anyone out there, please email me tell me why this is not drivel. You can reach me at alkruse@gmail.com"
2,"I had never even heard of this book. I was in the bookstore looking for The Coldest Winter Ever & it was out of stock (again). So I happened to see No Disrespect by Sr. Souljah & took a chance on reading it. I finished it in 5 days. Excellent reading, it held my attention. I recommended this book to a few of my friends."
1,A lot of people say that these bratz babyz are sooooooooooo cute but I don't think that they are that cute.My cousin Emily just got Bratz big babyz Cloe and she kept telling me and my sister that it was sooooooooooo cute.I think the baby was okay but it wasn't wonderful and she even asked me where the nose was because it was soooooooooo small.A lot of kids say that they are cute but the bratz babyz don't even have real hair and there eyes are huge. I think a lot of people just like them because they are bratz because if MyScene made the same babies that bratz did a lot of kids wouldn't even buy the MyScene babies.So kids need to stop saying there cute because if MyScene made the same babies kids that hate MyScene would say the babies were ugly.
1,"Horrible Keanu Reeves thriller is with out a doubt one of his worse films. Keanu is miscast in this supernatural clunker of a film and the script is almost non existent. The special effects were terrible and most the direction lacks professionalism. I agree with the majority that Rachel Weisz is the movies only saving grace and she's so good that I really felt sorry for her for even being the movie. Her performance makes the movie better than what it really was and that's a miracle in itself considering the fact that the film is almost too bad to watch. Unfortunately, her performance is the only thing that this movie really has to offer and it gets put in the background while the director and Keanu try to rehash the Matrix films into a supernatural thriller that has no qualms in insulting the audience with it's lack of substance and plot.Avoid."
2,"This book was great. I loved the characters, the story line, and all aspects of the book. I have read every book Julie Garwood has written, and she has not disappointed me yet. I look forward to her next book with much anticipation. Her Scottish material makes me want to visit Scotland, and see for myself the green and beauty of the Highlands. Keep writing about this area Ms. Garwood and keep books of this calibor coming to avid readers like myself. I personally Thank You."
1,"I'm not a huge dance/techno/electronica/call-it-what-you-want fan, but I do dabble. And seeing the addition of vocals, bass and guitars to a dance outfit piqued my interest. Unfortunately, it didn't hold it. Nothing really bad here, it just didn't make much impression. ""Drop the Break"" is OK, and I liked the trance-y feel of ""Yallah Habibe"". The only other impression I got was the rather silly lyrics on ""Abduction"". Serviceable for background music, but not really an album I could get into."
2,"I picked up this book for my college class on the study of Native Americans from Civil War to present. Even though this is an educational biography on boarding school life, it is actually quite intriguing. Brenda Child completely covers the topic with very interesting material. I won't say that Boarding School Seasons is one of my favorites, but if you are interested in the topic of Indian boarding schools, then you will actually be suprised at how easy it is for this book to keep your attention. If you are viewing this book for a college course, then your class shouldn't be too hard. This is one of the few college required texts that I actually managed to enjoy"
1,"Typical NBC fashion presentation, covering only a small portion of the games, and predominantly their own athletes. Baffled at the lack of hockey coverage seeing as it was clearly the marquee event of the games. Do not purchase expecting hockey, if one were looking for hockey from the games CTV has a full boxed set of the team canada games. Did have nice coverage however of the opening ceremony which was nice."
1,"I HAVE READ, LISTENED TO AND VIEWED 100'S OF BOOKS, MOVIES ETC. SHADES OF GRAY VIDEO IS BY FAR THE ABSOLUTE WORST PURCHASE I'VE EVER MADE. THE BOOK HOWEVER PROMISES TO BE SUPERIOR READING BY ALL ACCOUNTS, I ENDORSE THE BOOK IN ADVANCE TRUST ME. I AM ABSOLUTELY MIFFED AT THE INFERIOR QUALITY OF THE DVD WHICH ALLEGES TO SERVE AS A PRELUDE IN SOME WAY. I MAY NEVER PURCHASE AGAIN FROM AMAZON BECAUSE OF THIS VIDEO. ALL OTHER MATERIAL AND SHIPPING ISSUES HAVE BEEN SUPERIOR. I LOST 10.00 ON THE VIDEO."
1,"I've had this book since year nought. But I have never made anything from it. Having said that I currently have cubed butter and a flour mixture in the freezer. My first stab at making pie from this tome. Obviously my rating of 2 stars does not reflect the quality of the recipes. It's reserved for the wonderful folks at Scribner. I think Ms Beranbaum might be the world's most gifted cake/pie/bread maker but she certainly needs a bit of help when it comes to picking a publisher. My 'Cake Bible' fell apart very quickly as the pages couldn't wait to detach themselves from the feeble spine. This has not happened to my pie bible coz as I said, I've never used it. The sections are not very well organized and having to refer back and forth is annoying. A couple of those built-in bookmarks (like the Gourmet cookbook) would have been so helpful. Anyway, I can go on all day but other reviewers have beaten me to it."
1,"Too little of the the major events that I was interested in, and too much of the little events"
1,MY SON SAW THE NEW TV SHOW AND WANTED THE NEW BATCAVE. HE HAD THE ORIGINAL ONE BUT BOTH HIM AND I WERE IMPRESSED WITH THE SIZE. DO NOT LET THIS FOOL YOU. IT IS BUILT VERY FLIMSY. THE PARTS FALL APART EASILY. THE ELEVATOR CANNOT BE USED UNLESS YOU HAVE THE PROPER BATMAN DOLLS TO PUT IN THERE . THE CARDBOARD BACKING FALLS OFF. THE STICKERS ARE A PAIN TO PUT ON. I SPENT 2 HRS ON X-MAS EVE PUTTING TOGETHER THIS CAVE. MY SON HAS IT STUCK IN A CORNER. HE HAS MORE FUN LINING UP HIS ACTION FIGURES ON THE COUCH AND USING HIS IMIGINATION THAN THIS TOY. DO NOT GET IT. THE ORIGINAL BATCAVE IS BETTER. SMALLER BUT BETTER.
2,"This book is practical, instructive and easy to read. The author tackles important issues related to safety in these difficult times. There are chapters on traveling domestically and internationally for business and pleasure as well as a chapter on how to protect yourself and your family. It also contains a comprehensive reference section. This book is for anyone who needs to know about terrorist threats and how to respond to those threats."
2,"This is a great start to learning Austrian economics, or rather, any kind of economics. All members of Congress should be required to read this before being allowed to vote on any bills. Peter Schiff's ""Crashproof"" would be a great followup to reading Economics in One Lesson. And for the more serious student of Austrian economics, especially in these times, you should read von Mises Theory of Money and Credit, and Rothbard's The Great Depression."
2,"This has got to be one of the best films i have been priveleged to see in a long time. The realism is just insane coming from such young actors. they just didn't play the part, they were it. There's moments in this masterpiece that you flat out forget you're watching a screen. a must see for anyone who likes good cinema."
