,review,post_date,useful
1062,Best game 2017,"November 22, 2017",2 people found this review helpful
1063,Probably the greatest RPG I have ever played. I have never once found playing this game to be boring or tedious and still feel like I've just scratched the surface. Everything from the voice acting to just the gritty mechanics of the game have had so much thought and passion put into them. This game beats out even The Witcher 3.,March 27,2 people found this review helpful
1064,"This is my first review, so I'm going to give it the ol college try. Pro: Interesting characters. Decisions matter. You dont need to have played D:OS1 to enjoy this game. Players of D:OS1 will have some easter eggs. Lighthearted and dark at the same time. Voiced narrator and characters (every RPG needs one, once you go voiced you cant go back to reading blocks of texts) Con: Some bugs and performance issues. some sadness at the end (the kind that you get after finishing a really good book with no immediate sequels) This is one of those games that by the time the credits roll, you want to give the devs a standing ovation. P.S: if you want front row seats to the main story use Fane as your main character. If you want an amazing/rich and personal story, pick Lohse. If you want a revenge/redemption tale, pick Ifan/Sebille/Beast If you want to experience a disgraced noble's rise to power pick The red prince.",January 7,2 people found this review helpful
1065,"Endlessly impressive. My only cons for the game are that at times you feel lost and don't know how to move on, but these are also good moments as they make you think. Play this game, you will appreciate it.","November 2, 2017",2 people found this review helpful
1066,"I'm generally not a fan of turn-based games in general, but the level of strategy available in this game made me fall in love with it. The different extremely well-written stories and the amount of choices you can make are astounding. The workshop feature adds endless possibilities that make me continue to tinker with this game. To me, this game is the perfect pen and paper Dungeons & Dragons videogame version that I have a heck of an amazing time playing with friends. This has easily become one of my favorite games, and I can't wait to see what Larian Studios come up with next.",May 21,2 people found this review helpful
1067,"It's the only RPG that I feel like I could go back through and actually play it differently. Doesn't hurt that every single conversation was written with such care and detail, one of the few games on Steam to truly earn that Story-Rich tag. Easily the most satisfying way to play is taking the perk that lets you talk to animals. Zero regrets spending money to buy this, will keep an eye open to see what Larian does next",January 7,2 people found this review helpful
1068,"I mean you can transform even the strongest enemy into a chicken!Do i have to say more?If you like D&D this is a game for you,especially for the pen&paper D&D fans.The freedom and the mechanics of this game is the closest thing to D&D.Do you like to have half of your party fighting monsters and the other half trying to steal every single trader in a town or have them fool around like getting drunk in a pub,you can do that!Do you want to make your tank character into the most dangerous necromancer that would make even the Lich King proud?you can do that.You can even distract a rich trader with one character by talking to them and the rest of the crew can steal everything from them,im talking about the heist of your life here.But be aware,if you are new to this game like me,you gonna reload many times in most of the battles.Cause even in normal mode the enemies would give you hard time if you just rush every battle without thinking of a strategy.And also remember every quest can go smooth without even breaking a sweat if you thinking smart or you gonna have a hell of time trying to survive the battle.And as a player with 50+ hours some tips for new players 1.Dont forget to get the bedroll at the start of the game,there is a bedroll somewhere inside the ship take,it and use it after battles if you need replenish health it has inifinite uses.2 dont waste gold on resurrection scrolls,you gonna find plenty in Act 2 or you gonna have enough gold to buy more.And last but not least tip,if you wanna keep all your party members after act 1,make sure you have them chainlinked and fight together in the last part of Act 1.(i found out this in the hard way).Enjoy!",April 25,2 people found this review helpful
1069,Game of the Year 2017 hands down. Immersive and beautiful surroundings to match the most wonderful of stories. The voice acting is some of the best done and the conversation options are unique with each person or thing you come to meet. Combat is fluid and fun with reactive environments and many skills and character builds to choose from. The multiplayer experience is even more entertaining because of the environmental effects that can take place on a battlefield. Freeze your friends and enemies for that extra adrenaline rush. 10/10 would recommend to any RPG fan.,"September 26, 2017",2 people found this review helpful
1070,"I can't recommend this game enough. Excellent voice acting, attention to detail, writing, gameplay and graphics. Fully co-opable story for up to 4 people. Game Master DND-esque mode for designing and playing your own adventures with a group of friends (4+). Editor for mods and making new areas (and mod support via workshop). I don't normally get sucked into RPGs and their stories, but this one is special. Larian Studios has poured love into it, and it shows. There is also no unnecessary DRM. This is a game that shows (like The Witcher 3) that DRM doesn't need to happen if the content is unquestionably consumer-favored.","September 18, 2017",2 people found this review helpful
1071,Worst fps game of the year,"November 28, 2017",2 people found this review helpful
1072,Oh my looord its good,"November 27, 2017",2 people found this review helpful
1073,Great Game,January 8,2 people found this review helpful
1074,"I didn't expect myself thinking this, but Original Sin 2 is even better than its predecessor. More Larian goodness, this time with a more gripping initial 15 hours. The writing and quest design is impeccable once again, or even better. There is real weight to this game, you can't help but be fascinated by this game world. It is a feeling I can only compare to that I had with Dark souls 3 recently. The game treats you like an adult and does not make cheap attempts to please you. What can I say. This is my RPG of the year. Thank you Larian studios for reinvigorating me!","September 22, 2017",2 people found this review helpful
1075,"I thought Divinity: Original Sin (1) was ok...so I was hesitant to pay much for this one but wow. Divinity: Original Sin 2 I worth EVERY penny. Havent beaten it yet at 52 hours (at chapter 4 out of 7 so I hear). Amazing soundtrack, incredible story, and the gameplay gives more of what I loved in the first game and less of what I hated. They did their homework and damn what a game.",January 3,2 people found this review helpful
1076,"Amazing from what I’ve played so far, combat feels fluid and great artistic presentation, well written and fun characters, controller integration is excellent for the style of game, only con so far is too much fire in combat other than that is great","November 25, 2017",2 people found this review helpful
1077,This is the perfect RPG which gamers have been dreaming about for as long as they've been in production.,"September 28, 2017",2 people found this review helpful
1078,"My 4 dwarfen summoners of the apocalypse say that this game is ridiculously good. If you like games like Baldur's Gate or any classic RPG really, you will love this game. It gives you so much freedom, has great jokes, clever dialogs and the turn based fights are a blast. literally. Be ready to sink a s**t ton of hours into this game.","November 23, 2017",2 people found this review helpful
1079,It's been couple of months since release. I still can't have enough of this game. Original Review: This is a game I was looking for. Having almost completed Act I I already plan my following playthroughs. Can't wait for the full release.,"September 10, 2017",2 people found this review helpful
1080,One of if not THE best games I have played for a very long time. Finally a game that over-delivers in an era where most games really are going down the toilet. Enjoy this gem! Story: 9.5/10 Gameplay: 9.5/10 Graphics: 9/10 Creativity: 10/10 Polished: 9.5/10 (lack of bugs I encountered) Elf Skeleton & Human Skeleton male coitus... 10/10? There is something for everyone in this game... (I thought the character dialogue was joking about actually being attracted to one-another so I jokingly went along with some banter later to find my character partook in some very un-intended interactions that left me wondering how it got to that level.),"December 7, 2017",2 people found this review helpful
1081,"EARLY ACCESS REVIEW How is the full version planned to differ from the Early Access version? “The full version will have a full campaign, more maps for the PvP Arena mode, a brand new Game Master Mode, more difficulty modes and generally more content: new origin stories, a new playable Undead race, new skill schools and other new features. The editor we used to make the game will also be released.” And what we got was so much more!! I talked to a rat then I gave him something to eat. ( pet pal is a must!) Sebille no you can't murder everyone. Shut up, oh look at me I am a red princess and everything anoys me bla bla! Beast you are my spirit animal. Fane for the love of gods drop that Healing potion !!!","September 8, 2017","2 people found this review helpful
1 person found this review funny"
1082,"EARLY ACCESS REVIEW Absolutely A Mind Blowing Experience This game, astoundingly, happily, thankfully, blows the for Original Sin out of the water. And that is saying a LOT since the first one was amazing. It has all the features of the first game and then some. 11/10 this is a must buy if you love RPGs/story/exploration and the like. I can not wait to GM my first game in this.","August 27, 2017",2 people found this review helpful
1083,"...Where to start. Amazing game with rich world,gorgeous graphics, interesting and unique companions and propably the best combat in it´s genre. I´m 32 and been playing for 25 years and I still clocked 10 hours the first day. Most likely my GOTY","September 16, 2017",2 people found this review helpful
1084,"This is one of the best rpg I've ever played, I can't really add more to what has already been said. The only, little downside is the online arena. While I understand that not allowing you to use your own characters makes thhe matches more balanced, using pre-made characters destroys the spirit of the rpg. Perhaps you could allow to set skills and abilities of the pre-made characters?",February 16,2 people found this review helpful
1085,"I took a bit of a punt on this game. I hadn’t played the original and I’ve never really had much of an interest in Baldur’s Gate style RPGs. But a couple of friends were really enjoying it and I was suffering from PUBG fatigue so I went ahead and bought it a few weeks after its release. I’m really glad I did! The first thing I liked was that it doesn’t require you to have played the first game to understand what is going on. It doesn’t assume knowledge of characters, events or setting. Everything comes at you in the context of the world you are in. The RPG elements are easy to get to grips with. There are a massive number of skills to learn and I found that my party almost organically grew into distinct classes. I ended up with a warrior, a ranger, a wizard and an assassin. But I never felt like I was limited to a class because of the choices I’d made. I started to give my warrior some magical skills mid-way through my current playthrough and it works. Weapon and armour stats are simple too. The bigger the numbers, the better the item. I like that simplicity. That's not to say there is no depth. You'll often need to compromise between armours physical strength defence and magical strength defence for example. And a weapon may give you buffs and skills that the high level shiny sword you've just looted does not. The world is massive. At the time of writing I’ve put in about 80 hours and I think I’m a little over half way through the game. At times the game can be a little intimidating. On arriving in a new area you can find yourself picking up quest after quest after quest. That many of these quests are not signposted on your map means you’re going to have to read the description to figure out where to go and what to do. I have quite a short attention span and so having to force myself to pay attention to the details and to keep referring to my log book was an interesting challenge that, somewhat surprisingly, I found I liked a lot. The turn based combat reminds me a lot of the first two Fallout games, right down to the number of moves you can make being displayed as circular ‘pips’. Fights are genuinely thrilling encounters where tactics will play a huge part in your winning (or losing) a battle. High ground confers a damage bonus. Different spells will interact with one another to produce (often unwanted) side effects. I’ve found myself having to sacrifice party members in a fight for a strategic advantage. The same fight might play out in different ways depending on how you approach it. Some fights can be avoided altogether if you’re a quick talker! The biggest problem I have with the game is almost a contradiction of what I like about the game. It encourages you to explore. Very little is laid out for you. You need to learn the games mechanics and your path through its world yourself. Your choices are not restrictive. However, I did get to a point, early on, where it felt like I was being constrained to a certain path through the world because so many of the combat situations I was getting into were unwinnable. A couple of turns against the AI and I was dead. This was slightly frustrating as it meant a good deal of trial and error and quite a bit of backtracking. Ultimately it felt like a waste of time. But the counter argument is that it falls in line with the games mechanics. It does not lead you from one point to the next. You have to figure stuff out for yourself. So yes, I’m very happy I picked this up and would absolutely recommend it, certainly from the position of someone who is perhaps typically more into action games than RPGs. I’ll definitely be picking up the original Divinity once I finally finish this game.","November 27, 2017",2 people found this review helpful
1086,"WARNING: If you are an animal person, don't take the feat ""Pet Pal"" unless you are ready for the feels trip.","September 26, 2017",2 people found this review helpful
1087,EARLY ACCESS REVIEW A Vast and enjoyable sequel to the first. Only thing missing is voiced characters but I think it is a matter of time,"September 3, 2017",2 people found this review helpful
1088,"EARLY ACCESS REVIEW How do you improve upon perfection? Larian answers this question with Divinity: Original Sin 2. Everything you loved about the first game, and then some. 1,001 improvements. A DM MODE FOR ASTARTE'S SAKE. What more could you ask for?","August 14, 2017",2 people found this review helpful
1089,"EARLY ACCESS REVIEW Absolutely incredible turn-based, strategic RPG that improves upon its predesessor in every way. Perfectly captures the creativity, wonder, and depth of a traditional pen-and-paper like D&D. Larian Studios has blown me away with their attention to detail, transparency and communication with the playerbase - not only delivering on all their promises, but in most areas going far above and beyond their initial plans. This game is packed full of content, deep combat, infinite replayablility, and good old tender loving care by a studio that clearly cares about their game just as much as we, the players, do. I can't wait to sink countless more hours into the finished campaign, as well as create every scenario and story I can think of in the GM mode. Truly an 11/10 title.","September 1, 2017",2 people found this review helpful
1090,"EARLY ACCESS REVIEW I'll keep it simple by listing my least favorite thing (which isn't even that bad), to my favorite aspect of this game. My biggest Con: - Substantial UI Changes from Divinity: Original Sin that may take some time to get used to. It doesn't always feel like the most natural or intuitive system. My biggest Pro: + The storytelling between different characters/companions is always unique. Dialogue options make a difference in how they interact with you, and how the entire game unfolds. I also love the new classes and spells they've added since Original Sin I. This game has come a long way from when I first purchased it in Early Access. Back then it already felt like a full game and a fascinating environment that I would be happy to spend hours in, and yet the development team continues to update and polish their game. It just keeps getting better, and more fleshed out as they reach their release date. If you were a fan of Divinity: Original Sin, you'd be a fool not to give this a try for two hours to see if you like it.","September 9, 2017",2 people found this review helpful
1091,"EARLY ACCESS REVIEW Though it's still in beta, the game really attracts me with its special way of fighting. I've never played Original Sin 1, but it is truly a nice RPG game. It's a turn-based game, u'd better know that before buying it. But don't just say, ""I don't like turn-based games."" U'd better watch videos about this game, then u'll find it much different from that u imagined before. When out of fights, u'll control your team like in the game Dungeon Siege, only when fighting the enemy will u control your team in a turn-based way. Also, I really enjoyed the beautiful views a lot, u'll know what I mean when u truly play the game. This game is fantastic for me. Looking forward to play all chapters of it. But there are also some bad things to tell u. There r no marks on the map which show u where u can finish your mission. And u cant see the characters from about 2 screen's distence. That means u have to go to every corner and use your mouse to see NPCs' names. This will truly take players a lot of time unless they remember where the NPC is on receiving the mission. This game is very expensive, I know that, but it's worth buying for those who r interested in turn-based games. I really don't want to see red comments like"" why is this game turn-based? I spent fu*** over 40 dollars for this rubbish?"" That's your problem! Why don't u look at the introduction before buying it? I love this game, but also hope that after this beta, they'll add some more languages. we all hope to enjoy the game in a much easier way. Many Chinese players bought this game. Not like what we do to other games before, we write""Chinese please"" in blue comments. It shows that we truly love this game.","September 2, 2017",2 people found this review helpful
1092,"I've been gaming for a solid 20 years or so. This is arguably one of the best games I've ever played. This is one of those life changers that will always have a special place in my heart. Don't waste your time, you can pay your bills later. Trust me you wont be spending any other money other than maybe energy drinks, beer and weed once you get this.","September 15, 2017",2 people found this review helpful
1093,It is beautiful.,"November 22, 2017",2 people found this review helpful
1094,just buy the god damn game... its amazing.,January 25,"2 people found this review helpful
1 person found this review funny"
1095,"This is the first rpg to really pull me into a story in a long time. I forgot how fun turn based combat can be until I played Divinity 2. I'll be playing and then I'll tell myself, ok just go through your loot after that fight and then turn on some GSL and go to bed. 15 minutes later I'm still playing.",January 30,2 people found this review helpful
1096,"Had an amazing 50 hours until my main charictars got forced into a gay sex scene. Still love the game but i had no idea my Charictars liked eachother like that. (unless you want your charicters to have sex, never click ""i have been thinking a lot about you."" there is nocoming back.",January 9,2 people found this review helpful
1097,"At first i was quite apprehensive, i played the game at a friends house in beta and i did not like the direction the game was going at first. The original armor system was akin to mass effect 2 and it felt very rock paper scissors like .... Thanksfully shy of release they made a drastic change in how armor works and he new system is quite refreshing and i like it. the addition of a band of characters who are not blank slates while still being customizable for how you mechnically want to play the game was freaking brilliant. I love specifically Fane and Lfan the most but all of the characters are this fantastic dichotomy of being terrible people yet relatable people that seem like thier actions are primarily tainted by being on the wrong side of a ""very bad day"". i think they did aslightly better job of making it somewhat apparent where and what you needed to do from the get go and the ""tutorial"" section on the ship is great, playing throught the turtorial is drastically better than a pile of exposition to tell you how to play an RPG from the ground up. Im not 100% sold on the new skill system as better, but it certainly is fluid and doent punish you as harshly for side speccing, i also like that crafting does not require skill investment and that the ""Civil"" skills have been split off so you dont have to try to choose between skewering harder or not sounding like a neanderthal in conversation. I do however wish crafting seemed more impactful at low levels .... custom crafting your weapons and getting ahead of the curve through exploration theft and smart trading was quite fun in OS1. i find that somewhat removed in OS2 and most crafting early game is primarily for ""consumables"" and the customization of old on your own crafted weapons seems somewhat limited (using essences to add a damage type) the introduction of more playable character races is a welcome change and the tag system really amps up the replayability to 11. I definitely agree with the sentiment its one of the best game sof the year quite possibly the best yet.","October 10, 2017",2 people found this review helpful
1098,"Comparable and possibly exceedingly so to Fallout and Fallout 2, in complexity, depth, and approaches to the game. Expansive world, incredible single player and multiplayer experience. Absolutely worth the buy if you enjoy character and story driven RPGs. Combat is in depth, but I will update my review upon delving fully into the combat system. It is out of all the games I've purchased recently, the most rewarding for the money I spent in time and enjoyment its given me, and I'm not even finished with the game. Far from it. If you enjoyed Fallout, Fallout 2, The Elder Scrolls series, and other deep RPG's that modern RPG's have moved away from, with all the polish and modern tech of a triple A game, definitely give Divinity 2: Original Sin a go. You won't regret it.","December 28, 2017",2 people found this review helpful
1099,2017 Game of the year.,"October 17, 2017",2 people found this review helpful
1100,"One of the absolute best games I've ever played, hands down. I can see no reason not to buy and love this game.","October 15, 2017",2 people found this review helpful
1101,"After 3 full playthroughs on Classic, Tactician, and finally Honor Mode - it's easy to see the level of detail and care that went into making this game. Stumbling on so much I hadn't noticed/done the previous runs kept the experience fresh. It's almost unbelievable how much content is in this game.","September 24, 2017",2 people found this review helpful
1102,"This game is a masterpiece. Literally. If someone would make a book out of this story, it would be a bestseller by far. Far better than any other games I've played. You get to know each character of your group and every actions you make WILL impact future quests. I could talk hours and hours about that magnificient game, but I don't have time for that. I'd rather play this over and over and over again. The Soundtrack is amazing, and after playing 80hrs, listening to any song brings nostalgia. Each time I log back on this game, I wish I havn't played it already to revive this awesome story. If you play the game like it should be played and you actually care for the dialogs, which are f**cking awesome btw, there's between 60/80 hours of play time ahead. 11/10. Thanks for making this game. I hope there's another one upcoming.","October 1, 2017",2 people found this review helpful
1103,"Absolutely incredible. Basically feels like going from Baldur's Gate 1 to 2 (though not quite, since that was continuing from low level to midrange and then to epic levels with the same narrative, and this is not that), since the new armor system involves you either taking advantage or PEELING off layers of armor before you can actually do things. Positioning and elemental manipulation are somehow even more important this time around. Fortunately, a lot of the difficult encounters are not initiated until you finish a dialog, so one has plenty of time to position the party as one sees fit. The original one was an amazing game that I spent hundreds of hours on, but never actually finished. This so far is shaping up to be an even more impressive experience that I will revisit over and over. That being said, it is slightly disappointing that the premade dwarf character has extremely little relevance to the plot until the 4th act, and then it is tangential. Oh well.","October 15, 2017",2 people found this review helpful
1104,"Yes at the time of posting this review i am only 6.1 hours into it. I've also not made it past Fort Joy (the beginning right after the tutorial) yet as ive repeatedly restarted, playing around with different builds and such. But i am having a fantastic time with it. i havent enjoyed an RPG so much since Dragon Age Origins, nor have i wanted to smash my screen so much since initially discovering the Dark Souls games. I havent really played the first even though i own it so im not sure how it compares but i just might have to go play though it after this one. Thank God for autosave, whether it be trying to survive an underground fight club at level 2-3 or dying to teleporting crocodiles, it has come in handy many times already. I cant comment on the storyline so much yet as i havent really gotten into it yet but the origin stories seem interesting and custimization (even for origin characters) is fantastic. In short if you enjoy RPG's and dont want to button smash your way to victory but actually use some strategy than this game is for you. You get a real feeling of accomplishment when you finally beat those ♥♥♥♥♥♥♥ teleporting crocodiles after 30-45 mins and 5-6 reloads. Oh and graphics/optimization seem to be pretty great too, am running on max settings with no lag nor have come across any bugs as of yet although i still have a ways to go obviously. ASUS ROG Windows 10 I7-4710 HQ 24 GB RAM GTX 980m","September 18, 2017",2 people found this review helpful
1105,EARLY ACCESS REVIEW i love this game.,"August 25, 2017",2 people found this review helpful
1106,Best rpg in recent years.,"October 7, 2017",2 people found this review helpful
1107,"Had exploratory intimate relations with a skeleton in the tutorial section, 10/10","September 19, 2017",2 people found this review helpful
1108,Only Played a little. So far 10\10,"September 28, 2017",2 people found this review helpful
1109,"Divinity: Original Sin 2 is, hands down one of the best RPGs I have ever played, and I would recommend it to anyone who is a fan of RPGs, Turn based games, or Co-oP games. There is a lot to Original Sin 2, but my biggest hope is that the game gets even more content and updates post launch, its a great series and it deserves its praise.","September 28, 2017",2 people found this review helpful
1110,The closest a game will come to dnd and be amazing :) well worth a full price buy.,"October 16, 2017",2 people found this review helpful
1111,Great Rpg!!,"October 24, 2017",2 people found this review helpful
1112,"EARLY ACCESS REVIEW usually, any game above 30$ (U.S.) i dont think is worth the price. this game though, is an amazing game. there is so much depth to the game, its fun and challanging in just the right way that it isnt unfair. the world feels immersive. there are always many many ways to do things. in the area available now in early access, you need to break into a place. there are, at the least, 3 different ways to get in. in fights there are many different ways to inflict chaos. you could use 1 skill that spreads oil or poisonous goo and then shoot it with fire and watch it explode. you could cause rain and then electrify the puddles, or freeze them so enemies trip, etc.... this game is literally the best RPG i have ever played. i have absolutely nothing negative to say about it","August 31, 2017",2 people found this review helpful
1113,It's pretty hecking good my dude,"November 24, 2017",2 people found this review helpful
1114,"Despite the changed dialogue system (no rock-paper-scissors anymore), this successor of D:OS is awesome. The origin characters all have interesting stories and it's fun to reveal them. I also liked the main story more than the one from D:OS. Graphics are fine, the soundtrack is great. The round based combat sometimes requires patience, especially with larger groups and enemies who are able to charm or cripple your characters. But it works. There are still some bugs which hopefully will be fixed over time.","November 7, 2017",2 people found this review helpful
1115,You can kill everyone you meet. Children run away. People are racist towards Lizards. Though they're the freakiest in bed. Slept with a prostitute and assassin's tried to kill me while I was naked. My boy Fane used a laser against them.,"October 1, 2017","2 people found this review helpful
1 person found this review funny"
1116,I TURNED A MOTHER FKER INTO A G0DD4AM CHKN THIS GAME IS CLUCKS OF FUN!!!!!! 0/10,"November 28, 2017","2 people found this review helpful
1 person found this review funny"
1117,realy good game must be my game af the year,"November 26, 2017",2 people found this review helpful
1118,"A great RPG in age of dumbed down sequels, consoleitus, fraud kickstarters, and walking simulators. If you enjoy titles like the Baldur's Gate series then this game should be up your alley. Also with added bonus you can play the whole campaign with your friend's online.","November 24, 2017",2 people found this review helpful
1119,"Great story. Great writing. Characters are interesting. Manages to fit moments of levity and comedy into a serious, grim narrative. Exploring the world is immersive and makes use of your characters' skills. Your guy who can grow wings and fly around the battlefield can do this just as easily out of combat. Leads to feeling free when exploring around. Ever play an rpg where you wonder why your party sits and listens to the villain monologue and then lets him take the first shot? You can do that, or you can shoot first. You can shoot (almost) anyone first. You monster. Combat is turn based and you can pull off some fairly genius moves, cheese tactics, and many things in between. The fights get a little bonkers towards the end, but it's not intolerable. And mods. Lots of mods already with more to come, I suspect.","October 6, 2017",2 people found this review helpful
1120,"Did you enjoy any D&D game and wish you could play it with your friends? Get this game Are you into an RPG where it's not just about the numbers and the epic quest for better pants? Get this game Do you appreciate a deliberate and beautifull aestethic? Get this game Are you looking for an immersive story? Get this game Are you easily enchanted by atmosphere and epic music? Get this game just ♥♥♥♥ing get this game man... playing with a bunch of friends is amazing, but even on your own you can explore it like a (very good) successor to the old D&D games. the Game master mode is a stroke of genius and i can't wait to see what more lies in store in the upcoming updates, especially on the Game master front.",February 4,2 people found this review helpful
1121,"I played the original and I thoroughly enjoyed it, This is a genuinely excellent sequel. Every system has been improved upon and it's as quirky as ever. Multiplayer has been improved upon at every level, I love the 'competitive"" aspect. The only real negative I can think of is it still has a few glaring bugs that can lock off a couple of quest lines (only a couple of quests out of literally hundreds).","November 27, 2017",2 people found this review helpful
1122,"I think this is the most diverse game I have played( has out done skyrim or even witcher 3 IMO) so many ways to do almost anything, even boss fights can be made easy or hard it all depends on your character's skill + your imagination hehe!","November 25, 2017",2 people found this review helpful
1123,"I've got to say that after 200 hours of experiencing this game and trying out different means of playing, I've encountered an experience like no other. It is obvious that the developers of this game have put in their hearts to making a game that best suits the wants of a community of tired gamers who just wanted the freedom to make decisions, to customize their gameplay, and have a fully immersive story all along the way. Not only that, but this game will introduce you to new and interesting game mechanics that are both a pleasure to play with and against. When things go wrong in the game, you can't help but laugh it off because you are fully aware that your faults lay in your own mistakes or lack of understanding about certain core mechanics. However frustrated you may get at something or upset with yourself for having made some mistake, the game is interesting and engaging enough to motivate you to try again and learn from your mistakes. This game is definitely a must buy for any rpg lover. If there is one thing I can hope to see in the future, it is official DLC. I would love to experience new classes, new abilities, new gear, and new stories. It would be nice to have a playthrough of the ""enemy's"" side since even many of the enemies can be misunderstood or mislead. Also, a story revolving around the races that aren't present in this game could make for more gameplay and story without taking away from the existing one. Finally, more emphasis on the cooking/crafting system would be warranted. As it stands, crafting is not very important as you can find everything that is craftable and more. One of the only important recipes you need to know: Shoes + Nails = saved lives.",February 3,2 people found this review helpful
1124,"Product received for free EARLY ACCESS REVIEW Divinity original sin 2 is the highly anticipated sequel to Divinity original sin. Divinity 2 is currently in early access with the 1st chapter in the campaign available for play. This first chapter has 8 - 12 hours of gameplay currently with more to come. You have the option to either create your own character or use a character with an origin created for you. The character creation and class system is awesome. So many options are available to you that initially it was a struggle for me to pick one. I havent planned out this many playthroughs in a game personally before even starting since skyrim. I was personally torn between an assassin styled character or a wizzard. Ended up going with wizzard cause I get to blow stuff up! Divinity 2 has a very beautifully crafted world with a rather deep storyline. It will require you taking the time to read it and some of the character interactions are still a little fuzzy due to it being early access but you can already see how the trait system is going to be a huge part of the game. Different characters and classes have different tags and these tags define how certain people will interact with you. For instance if your a criminal the local constable might not want to talk to you, however if your a soldier or noble you may get a completely different set of dialogue options. While the game is still in early access and still being actively developed I really love the potential it has and after the success of the original divinity Im pretty confident in recommending this game. That being said ATM it only has about 8 hours of storyline you may wish to wait till future content gets implemented before pulling the trigger! For a more indepth review please check out my video below","October 21, 2016",2 people found this review helpful
1125,"I don't usually write reviews for games but this one deserves one. From the get go this game is absolutley stunning from graphics to gameplay and everything in between. The music captures each moment and truly adds to atmosphere of the game. The leveling is great and makes you feel like you earned each skill and source point. The map is huge and just keeps on giving. The story is fantastic and immersive, it takes you in to the world and makes you feel apart of it. The ending of the game truly makes you feel like what you accomplished throughout the game actually mattered, each quest and storyline had a purpose. The little easter eggs hidden in the game makes you feel like the developers are in touch with the playerbase and just add enjoyment to the game. The great thing about this is the game does not stop there, with the DM mode at your fingertips you can grab your friends and make your own story. The workshop content is great and I can't wait to try out all the mods and different stories that are coming out. The game just keeps on giving. The reason I even wrote this review is because the developers deserve every bit of credit and praise they are given, this is what gaming is supposed to look like and more developers need to take note. If you are on my friends list and reading this and are still on the edge, message me and I will continue to rant about how good this game is. To everyone else, if you enjoy these types of RPGs, its a no brainer. To those who don't know if they will enjoy this genre or type of game, I was also in this boat, but damn if it wasn't a good pick up.",February 7,2 people found this review helpful
1126,"A romantic relationship developped between me and my follower, and to my bf and his follower. 11/10 This game has an epic story, very enjoyable characters and impacful feeling conversations, beautiful graphics, amazing locations, very solid combat system where the developpers are not afraid to give freedom to your creativity as a player. There is a few minor bugs here and there, so quicksaving every now and then is recommended.","September 25, 2017","2 people found this review helpful
1 person found this review funny"
1127,"Everybit as indepth as the first, Divinity OS2 is simply one of the best modern RPGs out there; if not the best. Decisions and characters matter, combat brutalfully deep and the fact that its Co-Op makes it all the better. If you like RPGs this is a must have & if you've ever wanted to get into RPGs its a great game to start.","November 24, 2017",2 people found this review helpful
1128,"EARLY ACCESS REVIEW This is everything you loved about the first game, and a lot more. I put hundreds of hours into the Original Sin, and Original Sin 2 will definitely get even more play from me. Skill combinations work way better than before. Finally I can be a truely viable Battlemage and not feel like a gimped version of a warrior and a wizard.","September 24, 2016",2 people found this review helpful
1129,"Found black kitty who followed me around Fort Joy. Walked by some Divine Order people; one of the archers shot the kitty, killing it and then muttered about killing it. Immediately attacked him as a lvl 2 against five lvl 4 npcs. 10/10 do not shoot my cat","September 15, 2017","2 people found this review helpful
1 person found this review funny"
1130,"EARLY ACCESS REVIEW I have played Divinity Original Sin Enhanced Edition, It has to be one of the best games I have ever played in terms of provided content, coop, exploration and level of adaotation required in many of the opponents you encounter. Despite Early Access being limited with content release, voice overs, maps and skills, the game has still successfully impressed me, there are so many variable options that allow you to make the story fit to your playstyle, you can so choose to go about quests however you choose....i.e if you need a key to save someone, you can pickpocket the person who has said key, instead of follow through with their demands.....and similar like things, combat is fantastic, the reconstruction of the AP system is amazing and works brilliantly, the way you memorise skills for fights and have the option to use any combination of weapons you want is also a really nice touch. I personally find that the start can be very off-putting to players perhaps seeking a more casual playthrough, simply because good gear at the start is hard to find and it takes many hours to sift through enough quests and objectives and even area's just to progress to a stage where you feel ""comfortable"". The only bad point that comes to mind after playing just under 30hrs, is that combat seems to be heavily based on a need to be the same or higher level than your opponent, I have found that despite having fairly good gear, if an opponent is even 1 level infront of me, the battle is very challanging and any hits you land seem to do very little damage...where as if I return, being the same level with the same gear, I can breeze through them, I am unsure if this is just early access stuff or the way they have chosen to go about combat. Overall, I recommend both, they are extremely fun with friends and fit a varying style of game types like a mix of rpg and rts, stealth...all out, magic, melee, archery. And I enjoy that the game is not a straight line, sometimes you have to turn back and find the right gear, or adapt how you enter combat or return with skills that counter the enemies. If you made it this far....I only write reviews for games Im extremely impressed at...so for me - 10/10","August 26, 2017",2 people found this review helpful
1131,"Utterly amazing game, played the first loved, played the second loved it more! Worth every penny","September 26, 2017",2 people found this review helpful
1132,EARLY ACCESS REVIEW If you ever thought man I really want to play a good role playing game this is the Game that your brain is desperately trying to think of.,"September 13, 2017",2 people found this review helpful
1133,"You can have skeleton sex 10/10 In all seriousness though, it's a great game with such a deep story and character development. You'll get attached to the characters, even the minor ones sometimes. There'll be a lot of reading, but it wasn't designed to bore you out, and with less of hints thrown at you like most AAA games, you'll feel the sense of fulfilment when finally finish a quest that seems so obscure. TL:DR this game is worth the money, and you'll have a great time; buy it.","October 14, 2017","2 people found this review helpful
2 people found this review funny"
